PARNAZ;PARNIDK;VYSNAZORI;VYSDRUKOD;DRUHODKOD;VYSBOD;VYSKBO;VYSPDL;VYSPDLBOD;VYSPDLKBO;VYSIDKPER;VYSNIDK;VYSWEBURL;DOKNAZPRI;CR_OBRKOD;RVVOBRSKUK;DUVHODPOP;VYSAUTGARJ;AUTSEZDOM;VYSNAVSEZ;VYRROZKODN;VYSROKUPLK
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;MÌsto volnÈho obchodu a protekcionismu ve spektru n·rodnÌch z·jm˘ »eskÈ republiky a dalöÌch zemÌ;C;BC;20,00;21,60;0,22;4,44;4,80;RIV/61384399:31120/08:00030936!RIV09-MSM-31120___;t5w7LHbfSUPaxu6Xh20zqnuNbEI=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F08%3A00030936!RIV09-MSM-31120___;»eskÈ n·rodnÌ z·jmy v procesu evropskÈ integrace;AH;1;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· v jinÈm neû ""svÏtovÈm jazyce""";KlvaËov·, Eva;KlvaËov·, Eva;P(2D06028);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta managementu v Jind¯ichovÏ Hradci;orjk:31160;Ml·deû a drogy (n·vykovÈ l·tky);J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31160/08:00031176!RIV10-MSM-31160___;ETmZpyCt0KqNbvK7qqQmwRb4Jbw=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31160%2F08%3A00031176!RIV10-MSM-31160___;Bulletin N·rodnÌ protidrogovÈ centr·ly;AG;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Hejda, Jan;Hejda, Jan;V;0;2008
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Mobbing - harassment at workplace. Some characteristics of mobing and suggestions for interventions;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/08:00030114!RIV10-MSM-31130___;RGV7LrXfDGfeJb+JMGpw9y.fWaw=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F08%3A00030114!RIV10-MSM-31130___;Conference Proceedings of the 1st Special Symposiums on Market Microstructure-ICSKS;AM;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Hubinkov·, Zuzana;Hubinkov·, Zuzana;V;0;2008
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Model ekonomiky v »R v dobÏ konvergenËnÌho procesu;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/08:00033389!RIV10-MSM-31140___;VEZa5eJYmBy!vbk4!YVvMdieHwo=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F08%3A00033389!RIV10-MSM-31140___;Mezin·rodnÌ semin·r mlad˝ch vedeck˝ch pracovnÌkov;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;R·Ëkov·, AdÈla;R·Ëkov·, AdÈla;S;0;2008
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Model Narmax and Its Application to Exchange Rate Dynamics;D;D;8,00;8,64;1,00;8,00;8,64;RIV/61384399:31110/08:00030405!RIV09-GA0-31110___;wZuFzGvq7H2md6HjSNfFIH9mQ9A=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F08%3A00030405!RIV09-GA0-31110___;Mathematical Methods in Economics 2008;AE;1;Ël·nek ve sbornÌku evidovanÈm v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters (dohled·no podle ISBN);Kodera, Jan;"Kodera, Jan; Tran, Van Quang";P(GA402/06/0190), P(GA402/06/0890), P(LC06075);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Model odloûenÈ v˝hody resp. nev˝hody z reinvestov·nÌ - metodickÈ problÈmy;J;Jrec;10,00;10,80;1,00;10,00;10,80;RIV/61384399:31110/08:00030273!RIV09-MSM-31110___;Z6BK0m!HKFD6QsJy35VriXauCNs=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F08%3A00030273!RIV09-MSM-31110___;»esk˝ finanËnÌ a ˙ËetnÌ Ëasopis;AE;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", I. kategorie (obory NRRE)";Marek, Petr;Marek, Petr;Z(MSM6138439903);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;The Model of Real Value of Current Ratio;D;neu;0,00;0,00;0,50;0,00;0,00;RIV/61384399:31110/08:00028970!RIV09-MSM-31110___;8UN9TDZjpmkt1eJYfBsr1cBS1LI=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F08%3A00028970!RIV09-MSM-31110___;ICABR 2008-IV. International Conference on Applied Business Research;AH;1;»l·nek ve sbornÌku m· mÈnÏ neû 2 strany;Marek, Petr;"Marek, Petr; Srpov·, Jitka";Z(MSM6138439903);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;The Model of Real Value of Current Ratio;D;neu;0,00;0,00;0,50;0,00;0,00;RIV/61384399:31130/08:00028970!RIV09-MSM-31130___;8UN9TDZjpmkt1eJYfBsr1cBS1LI=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F08%3A00028970!RIV09-MSM-31130___;ICABR 2008-IV. International Conference on Applied Business Research;AH;1;»l·nek ve sbornÌku m· mÈnÏ neû 2 strany;Marek, Petr;"Marek, Petr; Srpov·, Jitka";Z(MSM6138439903);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Modeling and Coordination of Dynamic Supply Networks;C;BC;40,00;43,20;0,04;1,71;1,84;RIV/61384399:31140/08:00028544!RIV09-GA0-31140___;WRiGZh0ZjBRX2w7As6GM0UcBRAs=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F08%3A00028544!RIV09-GA0-31140___;Handbook of Computational Inteligence in Manufacturing and Production Management;AH;1;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· ve ""svÏtovÈm jazyce""";Fiala, Petr;Fiala, Petr;P(GA402/05/0148), Z(MSM6138439910);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Modeling of Electronic Multidimensional Auctions;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/08:00031050!RIV09-GA0-31140___;FH4d4YQqJi0kjynngYtf7K7L01I=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F08%3A00031050!RIV09-GA0-31140___;Issues in Global Research in Business & Economics;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Fiala, Petr;Fiala, Petr;P(GA402/07/0166);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Modeling of Price Dynamic and Depreciation;J;Jimp;11,87;12,82;1,00;11,87;12,82;RIV/61384399:31120/08:00030736!RIV09-MSM-31120___;N4qzXkK!FY1!iWFgFv-NjpFy9.0=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F08%3A00030736!RIV09-MSM-31120___;Ekonomick˝ Ëasopis;AH;1;J_imp Ël·nek v impaktovanÈm Ëasopise;Drozen, Frantiöek;Drozen, Frantiöek;Z(MSM6138439909);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta managementu v Jind¯ichovÏ Hradci;orjk:31160;Modeling of the Household Incomes in the Czech Republic in 1996-2005.;D;D;8,00;8,07;1,00;8,00;8,07;RIV/61384399:31160/08:00030665!RIV09-MSM-31160___;BVBrfSLJDjgTCXmIAgVYvxVnD+I=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31160%2F08%3A00030665!RIV09-MSM-31160___;Proceedings of COMPSTAT 2008;BB;3;Ël·nek ve sbornÌku evidovanÈm v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters (dohled·no podle ISBN);Bartoöov·, Jitka;"Bartoöov·, Jitka; BÌna, Vladislav";P(2C06019);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Modelov·nÌ business proces˘: regulativnÌ p¯Ìstup;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/08:00037460!RIV12-MSM-31140___;yByYe+FBw.zg+g-9BTM2EZ2rYBw=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F08%3A00037460!RIV12-MSM-31140___;SbornÌk pracÌ vÏdeckÈho semin·¯e doktorskÈho studia FIS VäE;IN;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Svatoö, Oleg;Svatoö, Oleg;S;0;2008
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Modelov·nÌ business systÈm˘;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/08:00029749!RIV09-GA0-31140___;PRxIIEX7mCww-wzVJp0ijNKStBY=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F08%3A00029749!RIV09-GA0-31140___;Datakom 2008;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;ÿepa, V·clav;ÿepa, V·clav;P(GA402/08/0529);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Modelov·nÌ flexibility investiËnÌch projekt˘ s poËÌtaËovou podporou;J;Jrec;10,00;10,80;1,00;10,00;10,80;RIV/61384399:31130/08:00030428!RIV09-MSM-31130___;MvKWTFUqsTt5+fWzXV8sPU1nWAQ=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F08%3A00030428!RIV09-MSM-31130___;Ekonomika a management;AE;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", I. kategorie (obory NRRE)";Fotr, Ji¯Ì;Fotr, Ji¯Ì;Z(MSM6138439905);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Modelov·nÌ mzdov˝ch rozdÏlenÌ v »R v letech 2004 a 2005 s vyuûitÌm logaritmicko-norm·lnÌch k¯ivek a k¯ivek Pearsonova a johnsonova systÈmu;J;Jrec;4,00;4,04;1,00;4,00;4,04;RIV/61384399:31140/08:00028779!RIV09-MSM-31140___;HYy-I+nsax!!S7YaHoYwHw4RyVY=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F08%3A00028779!RIV09-MSM-31140___;Statistika;BB;3;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";BÌlkov·, Diana;BÌlkov·, Diana;Z(MSM6138439910);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Modelov·nÌ podnikatelskÈho prost¯edÌ;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/08:00028947!RIV10-MSM-31130___;2uF65-MozWZaKim6ArEv0xm4IrA=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F08%3A00028947!RIV10-MSM-31130___;Podnikanie a konkurenceschopnosù firiem;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Neumaierov·, Inka;Neumaierov·, Inka;V;0;2008
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Modelov·nÌ proces˘ v kontexu metodik ¯ÌzenÌ IT projekt˘;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/08:00031047!RIV10-MSM-31140___;qHWb.cv12RMcuAsrIj3Jr5YLk5U=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F08%3A00031047!RIV10-MSM-31140___;SystÈmovÈ p¯Ìstupy 2008;IN;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Oökrdal, V·clav;Oökrdal, V·clav;V;0;2008
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Modely pro alokaci zdroj˘ a jejich aplikace;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/08:00028554!RIV09-GA0-31140___;Di2UM+WuKXgj4.f1FCv4GVxY-gY=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F08%3A00028554!RIV09-GA0-31140___;Firma a konkurenËnÌ prost¯edÌ 2008;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Jablonsk˝, Josef;Jablonsk˝, Josef;P(GA402/06/0150);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;ModernÌ n·stroje manaûerskÈho ˙ËetnictvÌ jako doklad nemÏnnosti podnikatelskÈho prost¯edÌ?;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/08:00029282!RIV09-MSM-31110___;omwiILnUj2R7BEKbh7XCyEEVy1g=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F08%3A00029282!RIV09-MSM-31110___;⁄ËetnictvÌ v procesu svÏtovÈ harmonizace;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Maty·ö, Ond¯ej;Maty·ö, Ond¯ej;Z(MSM6138439903);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;ModernÌ programov·nÌ techniky;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/08:00030763!RIV10-MSM-31140___;7CQctZyZCxjdcnx3vgGDxan8uJE=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F08%3A00030763!RIV10-MSM-31140___;Tvorba softwaru 2008;AM;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Pecinovsk˝, Rudolf;Pecinovsk˝, Rudolf;V;0;2008
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Monet·rnÌ ekonomie v malÈ otev¯enÈ ekonomice;B;BC;40,00;43,20;1,00;40,00;43,20;RIV/61384399:31110/08:00029722!RIV09-GA0-31110___;jvA1xwESc4zMmqdi7Z!aLX.y6+I=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F08%3A00029722!RIV09-GA0-31110___;Monet·rnÌ ekonomie v malÈ otev¯enÈ ekonomice;AE;1;kniha v oborech I. kategorie (obory NRRE);Mandel, Martin;"Mandel, Martin; TomöÌk, VladimÌr";P(GA402/06/0209);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Monetary Approach to Inflation - Model of Inflation in a Small Open Economy and its Application to the Czech Republic in the Period 1996-2007;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/08:00031294!RIV09-GA0-31110___;6K9MP3rDIzDXj1mdaLBsgX2WGoU=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F08%3A00031294!RIV09-GA0-31110___;Bank i Kredyt;AE;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Mandel, Martin;"Mandel, Martin; TomöÌk, VladimÌr";P(GA402/06/0209);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Monetary policy stabilisation, changes in the banking system and interest rate pass-throuh: the Czech Republic 1999-2006;J;Jimp;12,00;12,96;1,00;12,00;12,96;RIV/61384399:31110/08:00029867!RIV09-MSM-31110___;dHWWqb16sV-SYgb55vhdqW!m5FM=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F08%3A00029867!RIV09-MSM-31110___;Post-Communist Economies;AE;1;J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze SCOPUS, ISSN tiötÏnÈ podoby, I. kategorie (obory NRRE);Br˘na, Karel;Br˘na, Karel;Z(MSM6138439903);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Montenegro: A Potential Balkan Tiger;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31120/08:00030228!RIV09-GA0-31120___;Tc2Qfw00H!m6NoXmpL-Js1.+Ys8=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F08%3A00030228!RIV09-GA0-31120___;Crucial Problems of International Relations through the Eyes of Young Scholars;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;ÿeho¯ov·, Veronika;ÿeho¯ov·, Veronika;P(GA402/07/0521);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Motivace a jejÌ mody;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31150/08:00029541!RIV11-MSM-31150___;E3yIevwzd8.c7V!dC3Z9ec5c5s8=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F08%3A00029541!RIV11-MSM-31150___;Kognice a umÏl˝ ûivot VIII;AA;10;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Pstruûina, Karel;Pstruûina, Karel;I;0;2008
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Motivation and Implications of Ch·vez Politics in the Field of Security and External Policy;J;Jrec;10,00;10,80;1,00;10,00;10,80;RIV/61384399:31120/08:00030454!RIV09-GA0-31120___;9edS44J8dFV7SE7aXkaAbPv6ATQ=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F08%3A00030454!RIV09-GA0-31120___;Working Papers Fakulty mezin·rodnÌch vztah˘;AD;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", I. kategorie (obory NRRE)";Nachtigallov·, Mariana;Nachtigallov·, Mariana;P(GA407/08/0097);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Movement of the European Union Determined by Economic Aspects;B;BC;40,00;43,20;1,00;40,00;43,20;RIV/61384399:31120/08:00030371!RIV09-GA0-31120___;dKuN6AXjGNy9LfNdv-a1PYAkn+E=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F08%3A00030371!RIV09-GA0-31120___;Movement of the European Union Determined by Economic Aspects;AH;1;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· ve ""svÏtovÈm jazyce""";Abrh·m, Josef;Abrh·m, Josef;P(GP402/08/P219), Z(MSM6138439909);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta mezin·rodnÌch vztah˘;orjk:31120;Moûnosti a meze v˝zkumn˝ch a inovaËnÌch politik p¯i zvyöov·nÌ konkurenceschopnosti ekonomiky EU;C;BC;20,00;21,60;0,12;2,38;2,57;RIV/61384399:31120/08:00029946!RIV09-GA0-31120___;cWVuUTW3osxv2IkIBAwFEiDsWfo=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31120%2F08%3A00029946!RIV09-GA0-31120___;R˘znÈ cesty ke konkurenceschopnosti: EU versus USA;AH;1;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· v jinÈm neû ""svÏtovÈm jazyce""";Mr·Ëek, Karel;Mr·Ëek, Karel;P(GA402/06/0255);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Moûnosti a omezenÌ souËasnÈ environment·lnÌ ekonomie p¯i stanovenÌ cÌl˘ ekologickÈ politiky st·tu;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31150/08:00029129!RIV09-GA0-31150___;4HgtpixaBWnbArbnPeQhbsm!YA4=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F08%3A00029129!RIV09-GA0-31150___;Acta Oeconomica Pragensia;AH;1;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;SlavÌkov·, Lenka;SlavÌkov·, Lenka;P(GA402/05/0468);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Moûnosti a ˙skalÌ analytika p¯i stanovenÌ v˝nosovÈ mÌry investora z akciÌ;J;Jrec;10,00;10,80;1,00;10,00;10,80;RIV/61384399:31110/08:00029759!RIV09-MSM-31110___;DDPFSiSDqfjX8zQx40ECF9Hm7wE=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F08%3A00029759!RIV09-MSM-31110___;OceÚov·nÌ;AE;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", I. kategorie (obory NRRE)";Vesel·, Jitka;Vesel·, Jitka;Z(MSM6138439903);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Moûnosti e-learningu p¯i v˝uce pr·va;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31150/08:00032688!RIV10-MSM-31150___;BXj80YtMKP0Vq7QN2eXsW4m98aI=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F08%3A00032688!RIV10-MSM-31150___;Klady a z·pory e-learningu;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;PÏkn·, Jitka;PÏkn·, Jitka;S;0;2008
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Moûnosti II. etapy ekologickÈ daÚovÈ reformy v »R;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31150/08:00031118!RIV09-MSM-31150___;1e!VEWGudF+.F+wbMQSIdc9GWy0=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F08%3A00031118!RIV09-MSM-31150___;⁄ËetnictvÌ a reporting udrûitelnÈho rozvoje na mikroekonomickÈ a makroekonomickÈ ˙rovni;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Zimmermannov·, Jarmila;Zimmermannov·, Jarmila;S;0;2008
Vysok· ökola ekonomick· v Praze / Fakulta managementu v Jind¯ichovÏ Hradci;orjk:31160;Moûnosti mÏ¯enÌ zatÌûenÌ lokality cestovnÌm ruchem na lok·lnÌ ˙rovni;C;BC;20,00;21,60;0,02;0,40;0,43;RIV/61384399:31160/08:00031179!RIV09-MSM-31160___;7kM.wM4sH2s.78dh8X1ZzFKZJ!0=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31160%2F08%3A00031179!RIV09-MSM-31160___;Aktu·lne marketingovÈ trendy v teÛrii a praxi;AH;1;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· v jinÈm neû ""svÏtovÈm jazyce""";Musil, Martin;"Musil, Martin; Luötick˝, Martin; Vor·Ëek, Jan";S;0;2008
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Moûnosti ¯ÌzenÌ z·sob dodavatelem;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/08:00029903!RIV10-GA0-31140___;gKaXZwBc5jZFbfxBTU6sa.hYe8w=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F08%3A00029903!RIV10-GA0-31140___;V˝robnÌ systÈmy dnes a zÌtra;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Kuncov·, Martina;"Kuncov·, Martina; Dlouh˝, Martin";P(GA402/08/0155);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Moûnosti rozpozn·nÌ a ocenÏnÌ intelektu·lnÌho kapit·lu;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/08:00030184!RIV09-GA0-31110___;jmILmG14a!zY2Rq-RJWm+At5ATE=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F08%3A00030184!RIV09-GA0-31110___;SbornÌk pedagogickÈ konference - 8. roËnÌk;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Kovanicov·, Dana;Kovanicov·, Dana;P(GA402/08/0748);0;2008
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Moûnosti v˝uky podnikatelskÈ etiky;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/08:00031509!RIV09-MSM-31110___;tHCXPFeLH.00-!0nqKs7.tjvBRs=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F08%3A00031509!RIV09-MSM-31110___;VyuûÌv·nÌ aktivizujÌcÌch metod ve v˝uce ekonomick˝ch p¯edmÏt˘;AM;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;KuËerov·, Marie;KuËerov·, Marie;S;0;2008
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Moûnosti vyuûitÌ nest·tnÌch neziskov˝ch organizacÌ ve vl·dnÌch v˝dajov˝ch programech pro oblast sportu;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/08:00028648!RIV09-GA0-31110___;RWC6wx+s3Yy!0mcXjNYiUWYX!GY=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F08%3A00028648!RIV09-GA0-31110___;Problematika zabezpeËov·nÌ ve¯ejn˝ch sluûeb;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Novotn˝, Ji¯Ì;Novotn˝, Ji¯Ì;P(GA402/06/0686);0;2008
